lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w190,a,50.47,50.62,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m204,a,,pro,2SG,p394,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w191,xa,50.62,50.75,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m205,xa,,part,PST,p395 p396,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w192,ǁʼae,50.75,51.03,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m206,ǁʼae,,vatr,go.to,p397 p398 p399,|\|\_> a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w193,tyoxoe,51.03,51.273,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m207,tyoxoe,,adv,there,p400 p401 p402 p403 p404,c o X o e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w194,<<fm>want>,51.273,51.517,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m208,want,,conj,because,p405,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w195,ng,51.517,51.65,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m209,ng,,pro,1SG,p406,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w196,hooke,51.65,51.91,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m210 m211,hoo -ke,,vitr -vsf,come.from -?,p407 p408 p409 p410,h\ o k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w197,ng,51.91,51.996,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m212,ng,,part,OBL,p411,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w198,nǀng,51.996,52.2,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m213,nǀng,,pro,1SG.OBL,p412 p413,|\~ N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w199,ǀaeki,52.2,52.616,0022_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁainya ku, ""ng ǁu xa ǁʼae ki a"", ha ku, ""ke, a xa ǁʼae tyoxoe, want ng hooke ng nǀng ǀaeki,","hyena says "" I didn't go to this place (where the cream was), he (J) says ""yes, you went there, because I come from my wife",m214 m215,ǀae -ki,,n -nsf,woman -?,p414 p415 p416 p417 p418,|\ a e k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w200,<p:>,52.616,52.996,<p:>,<p:>,<p:>,m216,<p:>,,<p:>,<p:>,p419,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w201,ng,52.996,53.11,0023_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǀaeki xa ǃaan ǀoba ʘoa,",my wife has borne a little child,m217,ng,,pro,1SG,p420,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w202,ǀaeki,53.11,53.4,0023_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǀaeki xa ǃaan ǀoba ʘoa,",my wife has borne a little child,m218 m219,ǀae -ki,,n -nsf,woman -?,p421 p422 p423 p424 p425,|\ a e k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w203,xa,53.4,53.569,0023_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǀaeki xa ǃaan ǀoba ʘoa,",my wife has borne a little child,m220,xa,,part,PST,p426 p427,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w204,ǃaan,53.569,53.88,0023_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǀaeki xa ǃaan ǀoba ʘoa,",my wife has borne a little child,m221,ǃaan,,vtr,give.birth,p428 p429,!\ a~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w205,ǀoba,53.88,54.16,0023_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǀaeki xa ǃaan ǀoba ʘoa,",my wife has borne a little child,m222,ǀoba,,n,child,p430 p431 p432 p433,|\ o b a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w206,ʘoa,54.16,54.392,0023_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǀaeki xa ǃaan ǀoba ʘoa,",my wife has borne a little child,m223,ʘoa,,n,DIM,p434 p435 p436,O\ o a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w207,<p:>,54.392,54.725,<p:>,<p:>,<p:>,m224,<p:>,,<p:>,<p:>,p437,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w208,ha,54.725,54.861,0024_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀeen ng tsipi ǂkharau,",his name is ?first/second hoop,m225,ha,,pro,3H.SG,p438 p439,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w209,ǀeen,54.861,55.11,0024_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀeen ng tsipi ǂkharau,",his name is ?first/second hoop,m226,ǀeen,,n,name,p440 p441,|\ e~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w210,ng,55.11,55.2,0024_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀeen ng tsipi ǂkharau,",his name is ?first/second hoop,m227,ng,,part,COP,p442,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w211,tsipi,55.2,55.56,0024_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀeen ng tsipi ǂkharau,",his name is ?first/second hoop,m228,tsipi,,n,iron,p443 p444 p445 p446,ts i p i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w212,ǂkharau,55.56,55.93,0024_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀeen ng tsipi ǂkharau,",his name is ?first/second hoop,m229,ǂkharau,,n,?hoop,p447 p448 p449 p450 p451 p452,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w213,<p:>,55.93,57.25,<p:>,<p:>,<p:>,m230,<p:>,,<p:>,<p:>,p453,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w214,ng,57.25,57.37,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m231,ng,,pro,1SG,p454,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w215,ǃxae,57.37,57.632,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m232,ǃxae,,adv,now,p455 p456 p457,!\X a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w216,ǁʼaa,57.632,57.88,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m233,ǁʼaa,,vatr,go.away,p458 p459,|\|\_> a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w217,nǀa,57.88,58.15,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m234,nǀa,,part,PURP,p460 p461,|\~ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w218,ng,58.15,58.25,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m235,ng,,pro,1SG,p462,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w219,si,58.25,58.44,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m236,si,,part,IRR,p463 p464,s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w220,ǂinnki,58.44,58.84,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m237 m238,ǂinn -ki,,n -nsf,tomorrow -?,p465 p466 p467 p468 p469,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w221,tsee,58.84,59.096,0025_DoReCo_doreco_nngg1234_NB041016-01_A,"ng ǃxae ǁʼaa, nǀa ng si ǂinnki tsee"",","I go now, I will come tomorrow""",m239,see,,vatr,come,p470 p471,ts e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w222,<p:>,59.096,59.54,<p:>,<p:>,<p:>,m240,<p:>,,<p:>,<p:>,p472,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w223,haʼa,59.54,59.718,0026_DoReCo_doreco_nngg1234_NB041016-01_A,"haʼa, ha ǃuun, ha ǁʼae,","then he (J) goes, he goes away",m241,haʼa,,interj,no,p473 p474 p475 p476,h\ a ? a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w224,ha,59.718,59.96,0026_DoReCo_doreco_nngg1234_NB041016-01_A,"haʼa, ha ǃuun, ha ǁʼae,","then he (J) goes, he goes away",m242,ha,,pro,3H.SG,p477 p478,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w225,ǃuun,59.96,60.276,0026_DoReCo_doreco_nngg1234_NB041016-01_A,"haʼa, ha ǃuun, ha ǁʼae,","then he (J) goes, he goes away",m243,ǃuun,,vitr,go,p479 p480,!\ u~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w226,ha,60.276,60.405,0026_DoReCo_doreco_nngg1234_NB041016-01_A,"haʼa, ha ǃuun, ha ǁʼae,","then he (J) goes, he goes away",m244,ha,,pro,3H.SG,p481 p482,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w227,ǁʼae,60.405,60.691,0026_DoReCo_doreco_nngg1234_NB041016-01_A,"haʼa, ha ǃuun, ha ǁʼae,","then he (J) goes, he goes away",m245,ǁʼae,,vatr,go.away,p483 p484 p485,|\|\_> a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w228,<p:>,60.691,61.04,<p:>,<p:>,<p:>,m246,<p:>,,<p:>,<p:>,p486,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w229,ha,61.04,61.202,0027_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼng moo ha ǀaeki,",he goes and meets his wife,m247,ha,,pro,3H.SG,p487 p488,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w230,ǁʼng,61.202,61.45,0027_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼng moo ha ǀaeki,",he goes and meets his wife,m248,ǁʼang,,vitr,go.and,p489 p490,|\|\_> N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w231,moo,61.45,61.67,0027_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼng moo ha ǀaeki,",he goes and meets his wife,m249,hoo,,vtr,meet,p491 p492,m o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w232,ha,61.67,61.827,0027_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼng moo ha ǀaeki,",he goes and meets his wife,m250,ha,,pro,3H.SG,p493 p494,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w233,ǀaeki,61.827,62.349,0027_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǁʼng moo ha ǀaeki,",he goes and meets his wife,m251 m252,ǀae -ki,,n -nsf,woman -?,p495 p496 p497 p498 p499,|\ a e k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w234,<p:>,62.349,62.686,<p:>,<p:>,<p:>,m253,<p:>,,<p:>,<p:>,p500,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w235,ha,62.686,62.843,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m254,ha,,pro,3H.SG,p501 p502,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w236,ku,62.843,63.01,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m255,ku,,vtr,QUOT,p503 p504,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w237,ng,63.01,63.097,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m256,ng,,part,OBL,p505,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w238,ǀaeki,63.097,63.5,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m257 m258,ǀae -ki,,n -nsf,woman -?,p506 p507 p508 p509 p510,|\ a e k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w239,kyoo,63.5,63.83,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m259,*kyoo,,***,***,p511 p512,k o
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w240,ǀai,63.83,64.13,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m260,ǀii,,vtr,take,p513 p514 p515,|\ a i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w241,au,64.13,64.282,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m261 m262,a -u,,pro -nsf,2SG -UP,p516 p517,a u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w242,kxʼain,64.282,64.607,0028_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku ng ǀaeki, ""kyoo ǀai au kxʼain"",","he says to the woman ""take and drink""",m263,kxʼain,,vtr,drink,p518 p519 p520,kx_> a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w243,<p:>,64.607,64.943,<p:>,<p:>,<p:>,m264,<p:>,,<p:>,<p:>,p521,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w244,ng,64.943,65.124,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m265,ng,,pro,1SG,p522,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w245,xa,65.124,65.37,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m266,xa,,part,PST,p523 p524,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w246,kua,65.37,65.58,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m267 m268,ku -a,,vtr -vsf,QUOT -?ASP,p525 p526 p527,k u a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w247,ng,65.58,65.67,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m269,ng,,part,OBL,p528,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w248,gǁain,65.67,65.938,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m270,gǁain,,n,brown.hyena,p529 p530 p531,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w249,ha,65.938,66.1,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m271,ha,,pro,3H.SG,p532 p533,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w250,xng,66.1,66.252,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m272,xa,,part,PST,p534 p535,X N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w251,kxʼain,66.252,66.502,0029_DoReCo_doreco_nngg1234_NB041016-01_A,"ng xa kua ng gǁain, ha xng kxʼain,",I said to hyena he drank (the cream),m273,kxʼain,,vtr,drink,p536 p537 p538,kx_> a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w252,<p:>,66.502,66.844,<p:>,<p:>,<p:>,m274,<p:>,,<p:>,<p:>,p539,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w253,a,66.844,67.024,0030_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain (...) ha gǀoe tsee,",he (must?) come again,m275,a,,part,CONN,p540,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w254,gǁain,67.024,67.53,0030_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain (...) ha gǀoe tsee,",he (must?) come again,m276,gǁain,,n,brown.hyena,p541 p542 p543,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w255,<<ui>>,67.53,68.898,0030_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain (...) ha gǀoe tsee,",he (must?) come again,m277,****,,****,****,p544,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w256,gǀoe,68.898,69.168,0030_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain (...) ha gǀoe tsee,",he (must?) come again,m278,gǀoqe,,adv,again,p545 p546 p547,|\_v o e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w257,tsee,69.168,69.43,0030_DoReCo_doreco_nngg1234_NB041016-01_A,"a gǁain (...) ha gǀoe tsee,",he (must?) come again,m279,see,,vatr,come,p548 p549,ts e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w258,<p:>,69.43,69.781,<p:>,<p:>,<p:>,m280,<p:>,,<p:>,<p:>,p550,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w259,ha,69.781,69.9,0031_DoReCo_doreco_nngg1234_NB041016-01_A,"ha see ng nǀaa, ha ǃqhaike"",","he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",m281,ha,,pro,3H.SG,p551 p552,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w260,see,69.9,70.11,0031_DoReCo_doreco_nngg1234_NB041016-01_A,"ha see ng nǀaa, ha ǃqhaike"",","he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",m282,see,,vatr,come,p553 p554,s e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w261,ng,70.11,70.159,0031_DoReCo_doreco_nngg1234_NB041016-01_A,"ha see ng nǀaa, ha ǃqhaike"",","he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",m283,ng,,part,and,p555,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w262,nǀaa,70.159,70.29,0031_DoReCo_doreco_nngg1234_NB041016-01_A,"ha see ng nǀaa, ha ǃqhaike"",","he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",m284,nǀaa,,vatr,see,p556 p557,|\~ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w263,ha,70.29,70.44,0031_DoReCo_doreco_nngg1234_NB041016-01_A,"ha see ng nǀaa, ha ǃqhaike"",","he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",m285,ha,,pro,3H.SG,p558 p559,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w264,ǃqhaike,70.44,70.906,0031_DoReCo_doreco_nngg1234_NB041016-01_A,"ha see ng nǀaa, ha ǃqhaike"",","he (H) comes and sees his diarrhea (or: (that) he has diarrhea?)""",m286 m287,ǃqhai -ke,,n -nsf,diarrhoea -?,p560 p561 p562 p563 p564,!\q_h a i k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w265,<p:>,70.906,71.256,<p:>,<p:>,<p:>,m288,<p:>,,<p:>,<p:>,p565,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w266,ha,71.256,71.378,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m289,ha,,pro,3H.SG,p566 p567,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w267,ǀai,71.378,71.6,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m290,ǀii,,vtr,take,p568 p569 p570,|\ a i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w268,ng,71.6,71.719,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m291,ng,,part,OBL,p571,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w269,<<ui>>,71.719,71.988,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m292,****,,****,****,p572,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w270,cunn,71.988,72.24,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m293,sunn,,n,fat,p573 p574 p575,tS u~ n
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w271,ha,72.24,72.4,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m294,ha,,pro,3H.SG,p576 p577,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w272,ʘxuu,72.4,72.72,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m295,ʘxuu,,vtr,smear,p578 p579,O\X u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w273,gǁain,72.72,73.24,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m296,gǁain,,n,brown.hyena,p580 p581 p582,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w274,ǀuutyuu,73.24,73.646,0032_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ǀai ng (...) tcunn, ha ʘxuu gǁain ǀuutyuu,","he (J) takes the fat, he smears (it) at hyena's buttocks",m297,ǀuutyuu,,n,anus,p583 p584 p585 p586,|\ u c u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w275,<p:>,73.646,74.09,<p:>,<p:>,<p:>,m298,<p:>,,<p:>,<p:>,p587,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w276,ha,74.09,74.221,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m299,ha,,pro,3H.SG,p588 p589,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w277,gǁain,74.221,74.52,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m300,gǁain,,n,brown.hyena,p590 p591 p592,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w278,ki,74.52,74.65,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m301,ki,,dei,?,p593 p594,k i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w279,kua,74.65,74.807,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m302,kua,,pro,3H.SG:?,p595 p596 p597,k u a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w280,ha,74.807,74.97,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m303,ha,,pro,3H.SG,p598 p599,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w281,khuuǁʼng,74.97,75.554,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m304,khuuǁʼng,,vitr,stand.up,p600 p601 p602 p603,k_h u |\|\_> N
